"OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","vzRMeAg4Oi8__kl-trunc-name","rllt__details 4","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","YQ4gaf src","gqguwf"
"Matan Katz Photography/ מתן כץ צילום","· צלם","5.0","(3)","מעל 5 שנות פעילות · תל אביב-יפו ·","050-850-2280","https://www.matankatz.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","Matan Katz Photography/ מתן כץ צילום","פתוח 24 שעות","5.0","(3)","",""
"צלם חתונות - wedding art","אין ביקורות · צלם חתונות","","","מעל 3 שנות פעילות · אפיקים ·","050-740-7632","http://www.weddingart.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","צלם חתונות - wedding art","","","","",""
"הצלמן - חווית פולארויד באירועים","אין ביקורות · צלם","","","מעל 3 שנות פעילות ·","054-218-2880","http://hazalman.co.il/","אתר","","","","פתוח 24 שעות","","","",""
"אפרסמון צילום ארועים למגזר הדתי","אין ביקורות · צלם חתונות","","","אשדוד ·","076-816-5952","https://www.b144.co.il/B144_sip/4A1404134470655D4C1707124D77615F4A.aspx","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אפרסמון צילום ארועים למגזר הדתי","פתוח 24 שעות","","","",""
"מור לוי צלם","אין ביקורות · צלם חתונות","","","חיפה ·","052-858-3752","https://mor-levi.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","מור לוי צלם","","","","",""
"יהושע מנטל צילום אירועים","אין ביקורות · צלם חתונות","","","פתוח 24 שעות","054-239-6527","","","","","","","","","",""
"H&A Photography","· צלם חתונות","5.0","(1)","מעל 10 שנות פעילות · תל אביב-יפו ·","054-889-8160","http://www.hann-adam-photography.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","H&A Photography","פתוח ⋅ ייסגר בשעה 0:00","5.0","(1)","",""
"אווירה צלמים / AVIRA","אין ביקורות · צלם חתונות","","","אשדוד ·","054-739-1810","https://www.avira.link/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אווירה צלמים / AVIRA","פתוח 24 שעות","","","",""
"אושרת אזולאי - צילומי הריון, ניובורן ומשפחה","· סטודיו לצילום","5.0","(6)","מעל 5 שנות פעילות · אשדוד ·","050-780-2703","https://oshratazulay.wixsite.com/oshrat","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אושרת אזולאי - צילומי הריון, ניובורן ומשפחה","פתוח ⋅ ייסגר בשעה 17:00","5.0","(6)","",""
"גבריאל מומקו - שירותי צילום","· סטודיו לצילום","5.0","(1)","מעל 3 שנות פעילות · אשדוד ·","054-724-4999","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","גבריאל מומקו - שירותי צילום","","5.0","(1)","",""
"Photofix - צילום בוק בת מצווה","· מעבדת צילום","5.0","(1)","מעל 3 שנות פעילות · אשדוד ·","052-259-2307","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","Photofix - צילום בוק בת מצווה","","5.0","(1)","",""
"דפוס אלקטרוקופי","· בית דפוס","4.3","(6)","מעל 10 שנות פעילות · ירושלים ·","02-625-5904","https://print-shop-27.business.site/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","דפוס אלקטרוקופי","פתוח ⋅ ייסגר בשעה 17:00","4.3","(6)","",""
"קמרוס מצלמים רגעים","· צלם","5.0","(1)","מעל 3 שנות פעילות · ראשון לציון ·","052-699-4488","http://www.cameros.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","קמרוס מצלמים רגעים","פתוח ⋅ ייסגר בשעה 18:30","5.0","(1)","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"Amen Studios","אין ביקורות · צלם","","","מעל 5 שנות פעילות · בית שמש ·","050-766-5524","https://m.facebook.com/AMen-Studios-2025506221005758/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","Amen Studios","","","","",""
"אבי אלפסי","אין ביקורות · צלם","","","מעל 3 שנות פעילות · אשקלון ·","08-672-2511","https://www.b144.co.il/b144_sip/401D0D1A4370655D481D041342.aspx","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אבי אלפסי","","","","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"Oleg Studio Art","· צלם","5.0","(3)","מעל 7 שנות פעילות · אשדוד ·","050-811-6967","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","Oleg Studio Art","פתוח ⋅ ייסגר בשעה 21:00","5.0","(3)","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"לוכדת רגעים - צלמת","אין ביקורות · צלם","","","מעל 3 שנות פעילות ·","052-650-8406","https://photographer-2767.business.site/?utm_source=gmb&utm_medium=referral","אתר","","","","","","","",""
"צלם חתונות","אין ביקורות","","","אשדוד ·","052-828-2308","","","","","צלם חתונות","","","","",""
"סטודיו צילום אופנה ליאור קסון","· סטודיו לצילום","5.0","(6)","תל אביב ·","050-594-0935","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjrq-SQ2ND8AhUandUKHT2kBf0YABAHGgJ3cw&ohost=www.google.com&cid=CAESbeD2rJ4RzgGKVHaBMyfWvMDEEGnFZJLQoqgL_mBZ9wwNlQkk-b9enSiLjNicXCR5wvRiumu1FasAxLbBZX-vEA1i0VFPcjE_qgRr0VFZK193JJD3v4pWf-wLPQfCMTRYOQcpEAmf5cpXiETCIQc&sig=AOD64_3_doU7Hh-JpGbzgIqVISFoRklKXg&q=&ctype=99&ved=2ahUKEwiewN2Q2ND8AhUDRvEDHUCwBVA4mAIQhKwBegQIFhAV&adurl=","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","שרון גבאי - צלם","· צלם","5.0","(6)","",""
"אספוסה","· סטודיו לצילום","1.0","(1)","מעל 3 שנות פעילות · גדרה ·","077-601-8331","https://www.esposa.co.il/contact","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אספוסה","","1.0","(1)","",""
"אבי רוקח","· סטודיו לצילום","1.0","(1)","מעל 3 שנות פעילות · אשדוד ·","08-855-4755","http://www.avistudio.co.il/index.php?p=contact_us","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אבי רוקח","","1.0","(1)","",""
"דניאל מזרחי - צלם Daniel Mizrahi","· צלם","5.0","(1)","מעל 5 שנות פעילות ·","054-818-4556","https://mizrahidaniel.wixsite.com/home","אתר","","","","פתוח ⋅ ייסגר בשעה 18:00","","","",""
"טרויה","· אולם אירועים","4.4","()","אשדוד ·","1-800-800-870","http://www.troya-garden.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","טרויה","פתוח ⋅ ייסגר בשעה 0:00","4.4","(2539)","",""
"אבי ירושלמי סטודיו לצילום","אין ביקורות · צלם חתונות","","","מעל 3 שנות פעילות · נתניה ·","050-787-1004","http://www.aviy.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אבי ירושלמי סטודיו לצילום","פתוח ⋅ ייסגר בשעה 22:00","","","",""
"פוקוס 88","· צלם","3.5","(2)","מעל 3 שנות פעילות · אשדוד","","https://www.d.co.il/17193270/42450/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","פוקוס 88","","3.5","(2)","",""
"Avira media","אין ביקורות · צלם חתונות","","","אשדוד ·","054-739-1810","https://www.instagram.com/avira_weddings/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","Avira media","פתוח 24 שעות","","","",""
"אליאב אוזן - צילום משפחה, הריון, ילדים ועוד","· צלם","5.0","(1)","פתוח ⋅ ייסגר בשעה 20:00","054-800-1745","https://eliavuzan.co.il/","אתר","","","","","","","",""
"פרואדיט","· סטודיו לצילום","5.0","(1)","מעל 5 שנות פעילות · אשדוד ·","050-847-8739","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","פרואדיט","פתוח 24 שעות","5.0","(1)","",""
"חלום בחווה","· אולם אירועים","4.3","(568)","חדרה ·","072-338-4616","http://www.halombahava.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","חלום בחווה","","4.3","(568)","",""
"צלם לברית","· צלם","5.0","(1)","מעל 10 שנות פעילות ·","054-233-0001","http://www.ostapchenko.co.il/%D7%91%D7%A8%D7%99%D7%AA-%D7%9E%D7%99%D7%9C%D7%94","אתר","","","","פתוח ⋅ ייסגר בשעה 22:00","","","",""
"קוליוונט-Callevent מקומות מיוחדים לאירועים","· סוכנות פרסום","4.8","(45)","מעל 10 שנות פעילות · חדרה ·","03-303-5060","http://www.hafakot.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","קוליוונט-Callevent מקומות מיוחדים לאירועים","פתוח 24 שעות","4.8","(45)","https://www.gstatic.com/images/icons/material/system/2x/public_googblue_24dp.png","באתר של העסק יש אזכור של"
"פוטו דוד","אין ביקורות · צלם","","","מעל 3 שנות פעילות · אשדוד","","","","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","פוטו דוד","","","","",""
"איטן צילום אמנותי","אין ביקורות · צלם","","","מעל 5 שנות פעילות · הרצליה ·","054-397-7807","http://www.itanphotography.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","איטן צילום אמנותי","פתוח ⋅ ייסגר בשעה 19:00","","","",""
"אולפני צילום-דוד אסייג","אין ביקורות","","","אשדוד ·","08-856-4456","","","","","אולפני צילום-דוד אסייג","","","","",""
"רנטליין - אטרקציות לאירועים","· שירות השכרת ציוד למסיבות","4.8","(388)","אלישמע ·","053-820-7353","http://www.rentline.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","רנטליין - אטרקציות לאירועים","פתוח ⋅ ייסגר בשעה 18:00","4.8","(388)","",""
"אולפני חיידק - אולפן הקלטות, צילום ועריכת וידאו","· אולפן הקלטות","4.8","(76)","נתניה ·","050-522-5229","http://www.haidakstudios.com/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","אולפני חיידק - אולפן הקלטות, צילום ועריכת וידאו","פתוח ⋅ ייסגר בשעה 21:00","4.8","(76)","",""
"RTSTUDIO WEDDING PHOTOGRAPHY - אר טי סטודיו","· סטודיו לצילום","5.0","(1)","מעל 3 שנות פעילות · אילת ·","050-360-3606","http://www.rtstudio.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","RTSTUDIO WEDDING PHOTOGRAPHY - אר טי סטודיו","פתוח ⋅ ייסגר בשעה 14:00","5.0","(1)","",""
"wedding event","אין ביקורות · מתכנן אירועים","","","תל אביב-יפו ·","054-980-1933","https://www.wedding-event.co.il/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","wedding event","","","","",""
"חתונה עולמית בישראל הפקת אירועים בחו""ל","אין ביקורות · מתכנן אירועים","","","פתוח ⋅ ייסגר בשעה 0:30","050-252-8882","https://www.wedding-israel.info/","אתר","","","","","","","",""
"סטודיו צילום אופנה ליאור קסון","· סטודיו לצילום","5.0","(6)","תל אביב ·","050-594-0935","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwipxpqS2ND8AhWBGQYAHVuaCJYYABAHGgJ3cw&ohost=www.google.com&cid=CAESbeD21zGGASCB3e1jt7UPdgbUg2OLfFsX5tOakvGZWg7oGx9OraZ7AhyCUKmD3RW6cuL8gmmQ0T50dNDso8RE9CvcBxii9jwLb8Z8cmuyJ78BtOuJXSiJSOBYckDAwwCq-dMRmiQXt-F4EcrEGvw&sig=AOD64_14326ghI9-q_HMnJt8M2FhfVZvZQ&q=&ctype=99&ved=2ahUKEwjVy5OS2ND8AhV0RfEDHatQCXk4rAIQhKwBegQIERAV&adurl=","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","שרון גבאי - צלם","· צלם","5.0","(6)","",""
"המרכז לצילום אומנותי","תל אביב-יפו ·","5.0","(3)","","050-783-5866","https://photo-workshops.co.il/%D7%A7%D7%95%D7%A8%D7%A1-%D7%A6%D7%99%D7%9C%D7%95%D7%9D/%D7%A7%D7%95%D7%A8%D7%A1-%D7%A6%D7%99%D7%9C%D7%95%D7%9D-%D7%9C%D7%9E%D7%AA%D7%97%D7%99%D7%9C%D7%99%D7%9D/%D7%A7%D7%95%D7%A8%D7%A1-%D7%A6%D7%99%D7%9C%D7%95%D7%9D-%D7%9C%D7%9E%D7%AA%D7%97%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91/","אתר","https://www.google.com/search?rlz=1C1GCEB_enIL1036IL1036&tbs=lf:1,lf_ui:14&tbm=lcl&sxsrf=AJOqlzVxb3R_ROXhtanuhno2wE0By_AV1A:1674028956093&q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D&rflfq=1&num=10&sa=X&ved=2ahUKEwiG8pXq09D8AhXnVqQEHVEzDZ4QjGp6BAgbEAE&biw=1920&bih=937&dpr=1#","מסלול","המרכז לצילום אומנותי","","5.0","(3)","",""
