"vzRMeAg4Oi8__kl-trunc-name","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","rllt__details 4","BI0Dve"
"שירותי אולפן | הפקות מוזיקליות | דיג'יי למסיבות ואירועים - Pickup Dj's","","","שירותי אולפן | הפקות מוזיקליות | דיג'יי למסיבות ואירועים - Pickup Dj's","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות · אזור ·","050-477-0880","https://pickup-djs.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 21:00",""
"","","","די ג’יי דור אליהו - DJ DOR ELIYAHU","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות ·","052-578-6767","https://djdoreliyahu.com/","אתר","","","פתוח ⋅ ייסגר בשעה 18:00",""
"יובל פלטיניום","5.0","(1)","יובל פלטיניום","· תקליטן","5.0","(1)","מעל 7 שנות פעילות · אשקלון ·","052-422-3767","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 17:00",""
"דיג'י ליק - Dj Lic","","","דיג'י ליק - Dj Lic","אין ביקורות · תקליטן","","","מעל 5 שנות פעילות · אשדוד ·","052-296-7041","http://www.djlic.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"TULIP-מוזיקה והפקות לאירועים","5.0","(2)","TULIP-מוזיקה והפקות לאירועים","· תקליטן","5.0","(2)","מעל 7 שנות פעילות · רמלה ·","050-659-7770","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 20:00",""
"אופוס תקליטנים והפקות","","","אופוס תקליטנים והפקות","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות · הרצליה ·","050-523-0826","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"עמיר איציק","1.0","(1)","עמיר איציק","· תקליטן","1.0","(1)","מעל 10 שנות פעילות · אשקלון","","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"","","","תקליטן לחתונה Deejays","אין ביקורות · תקליטן","","","פתוח ⋅ ייסגר בשעה 18:00","052-586-3937","https://www.deejays.co.il/","אתר","","","",""
"דיג'י דודיק - תקליטנית לאירועים","","","דיג'י דודיק - תקליטנית לאירועים","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות · מודיעין מכבים רעות ·","054-682-8791","https://wallnights.com/cardq74/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","","פגישות אונליין"
"שרון אדרי","5.0","(3)","שרון אדרי","· תקליטן","5.0","(3)","מעל 3 שנות פעילות · ראשון לציון ·","03-941-2266","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"עוז חזקיה","5.0","(2)","עוז חזקיה","· תקליטן","5.0","(2)","מעל 3 שנות פעילות · תל אביב-יפו ·","050-666-6258","https://www.facebook.com/oz.hizkiya","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"די ג'י ארתור גורדון","","","די ג'י ארתור גורדון","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות · הרצליה ·","054-444-2251","https://djarturgordon7.business.site/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"אקרמן","5.0","(2)","אקרמן","· תקליטן","5.0","(2)","מעל 7 שנות פעילות · באר שבע ·","1-800-101-305","https://akerman.business.site/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 18:00",""
"בית הסאונד","4.9","(7)","בית הסאונד","· חנות לציוד תקליטנים","4.9","(7)","ראשון לציון ·","050-559-0620","http://www.soundonline.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 18:00","קנייה בחנות"
"","","","Swis Music Group יורם סוויסה","· תקליטן","3.7","(3)","מעל 3 שנות פעילות ·","052-779-9664","https://swis-music-group.business.site/","אתר","","","פתוח 24 שעות","פגישות אונליין"
"ברלה","","","ברלה","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות · גבעתיים","","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"DJ Dor Avidan - דור אבידן","","","DJ Dor Avidan - דור אבידן","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות · רמת גן ·","050-681-6000","http://www.doravidan.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"","","","Vibe - DJ's Company | חברת תקליטנים","אין ביקורות · תקליטן","","","פתוח ⋅ ייסגר בשעה 19:00","052-862-3221","","","","","",""
"Moshiko Stern - מושיקו שטרן","5.0","(76)","Moshiko Stern - מושיקו שטרן","· תקליטן","5.0","(76)","Rishon le zion","פתוח 24 שעות","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjZ_pSp_9D8AhVtjWgJHd75ADMYABAAGgJ3Zg&ohost=www.google.com&cid=CAESbeD2cVyIwO9TpSsuBhkS8TIePbIbej48T7wJPG2NBKI0DAk4UxBCcSfS1oWdDnF19QwyNk1-BLFnbhC7_7_IcFr4AA1uhBwXEOAxqDQK85K1ZJck8IU8HMh48S4-F13ooeQOCZaqU90UOqdpE0A&sig=AOD64_0it5KKtXFHlD0wfzU7a1G3ntHAmA&q=&ctype=99&ved=2ahUKEwjJzo2p_9D8AhWDQvEDHca9Bt44jAEQhKwBegQIARAU&adurl=","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"אורנג' מוסיקה","","","אורנג' מוסיקה","אין ביקורות · תקליטן","","","ירושלים","","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"Torro Dj's - טורו תקליטנים לאירועים","5.0","(7)","Torro Dj's - טורו תקליטנים לאירועים","· תקליטן","5.0","(7)","ראשון לציון ·","054-783-4323","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"שגיא איתמר","","","שגיא איתמר","אין ביקורות · תקליטן","","","ירושלים ·","02-678-8622","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"דם לטיני תקליטנים - מוזיקה לאירועים","3.1","(13)","דם לטיני תקליטנים - מוזיקה לאירועים","· תקליטן","3.1","(13)","תל אביב-יפו ·","052-443-1463","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"Dj Shabi","","","Dj Shabi","אין ביקורות · תקליטן","","","הוד השרון ·","052-461-3006","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"די ג'יי אפרת - dj efrat תקליטן","","","די ג'יי אפרת - dj efrat תקליטן","אין ביקורות · תקליטן","","","תל אביב-יפו ·","052-585-9888","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
