mispar_mosah|shem_mosah|cod_sug_mosah|sug_mosah|ktovet|yishuv|telephone|mikud|cod_miktzoa|miktzoa|menahel_miktzoa|rasham_havarot
"12247"|"גרורי אמון ווי גרירה ונגררים בע "|"7"|"מוסך רישוי לטרקטורים ורכב חדש"|"ת.ד. 1375"||"050-5940175"|"44915"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|"לויט גיא"|"515369924"
"12247"|"גרורי אמון ווי גרירה ונגררים בע "|"7"|"מוסך רישוי לטרקטורים ורכב חדש"|"ת.ד. 1375"||"050-5940175"|"44915"|"188"|"רישום ורישוי לרכב חדש"|"לויט גיא"|"515369924"
"12247"|"גרורי אמון ווי גרירה ונגררים בע "|"7"|"מוסך רישוי לטרקטורים ורכב חדש"|"ת.ד. 1375"||"050-5940175"|"44915"|"190"|"טרקטורים ומכונות ניידות"|"לויט גיא"|"515369924"
"12247"|"גרורי אמון ווי גרירה ונגררים בע "|"7"|"מוסך רישוי לטרקטורים ורכב חדש"|"ת.ד. 1375"||"050-5940175"|"44915"|"191"|"תיקון טרקטורונים"|"לויט גיא"|"515369924"
"12247"|"גרורי אמון ווי גרירה ונגררים בע "|"7"|"מוסך רישוי לטרקטורים ורכב חדש"|"ת.ד. 1375"||"050-5940175"|"44915"|"194"|"תיקון מלגזות הרמה"|"לויט גיא"|"515369924"
"12250"|"מוסך רביע-סלאמה כמאל"|"6"|"מוסך מורשה"|"ת.ד. 1227 מאחורי יורופ"|"קלנסווה"|"052-4797323"|"40640"|"70"|"תיקון מרכבי רכב"|"סלאמה כמאל"|"040668493"
"12250"|"מוסך רביע-סלאמה כמאל"|"6"|"מוסך מורשה"|"ת.ד. 1227 מאחורי יורופ"|"קלנסווה"|"052-4797323"|"40640"|"100"|"צבעות רכב"|"סלאמה כאמל"|"040668493"
"12251"|"נגררי השרון בע מ"|"2"|"מוסך רישוי לרכב חדש"|"אריה רגב 13"|"נתניה"|"050-5308835"|"52364"|"187"|"רישום ראשוני לרכב חדש"|"יזדי עמי"|"513001206"
"12254"|"ספיד בייק-אדיר ושוקי כהן"|"6"|"מוסך מורשה"|"יצחק שדה 25"|"תל אביב -יפו"|"077-5040923"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"כהן ישראל"|"311398283"
"12255"|"פיקס קאר - עידו מליק"|"6"|"מוסך מורשה"|"גוש 8868 חלקה 90"|"כפר קאסם"|"050-2362580"|"48810"|"10"|"מכונאות רכב בנזין"|"מליק עידו"|"301539805"
"12255"|"פיקס קאר - עידו מליק"|"6"|"מוסך מורשה"|"גוש 8868 חלקה 90"|"כפר קאסם"|"050-2362580"|"48810"|"20"|"מכונאות רכב דיזל"|"מליק עידו"|"301539805"
"12255"|"פיקס קאר - עידו מליק"|"6"|"מוסך מורשה"|"גוש 8868 חלקה 90"|"כפר קאסם"|"050-2362580"|"48810"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"מליק עידו"|"301539805"
"12256"|"המדביק השרון בע מ"|"6"|"מוסך מורשה"|"העמל 34 רעננה"|"רעננה"|"052-6474010"|"0"|"143"|"רפידות ותופי בלם"|"גולדשטיין בועז"|"512504473"
"12257"|"אוריה כרמלי אחזקות בע מ"|"6"|"מוסך מורשה"|"נחשון 17 פתח תקווה"|"פתח תקווה"|"03-9191698"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"כרמלי אוריה"|"513971473"
"12258"|"עאסי עבדול כרים-מוסך 10"|"6"|"מוסך מורשה"|"כביש ראשי"|"כפר קאסם"|"054-6884376"|"45863"|"70"|"תיקון מרכבי רכב"|"אליאסי חביב"|"302695713"
"12258"|"עאסי עבדול כרים-מוסך 10"|"6"|"מוסך מורשה"|"כביש ראשי"|"כפר קאסם"|"054-6884376"|"45863"|"100"|"צבעות רכב"|"אליאסי חביב"|"302695713"
"12260"|"חיים וקנין שרותי רכב בע מ"|"6"|"מוסך מורשה"|"דרך השבעה 8 חולון"|"חולון"|"050-4720010"|"0"|"130"|"תיקון והחלפת צמיגים"|"וקנין חיים"|"514096874"
"12262"|"אלי בן מרגי שרותי רכב"|"6"|"מוסך מורשה"|"האיזמל 3"|"נס ציונה"|"050-3278510"|"0"|"10"|"מכונאות רכב בנזין"|"ארזי רונן"|"022476436"
"12262"|"אלי בן מרגי שרותי רכב"|"6"|"מוסך מורשה"|"האיזמל 3"|"נס ציונה"|"050-3278510"|"0"|"20"|"מכונאות רכב דיזל"|"ארזי רונן"|"022476436"
"12264"|"פרץ יעקב פחחות וצבע לרכב"|"6"|"מוסך מורשה"|"הכדר 51"|"נתניה"|"09-8841376"|"42377"|"70"|"תיקון מרכבי רכב"|"פרץ יעקב"|"054926365"
"12264"|"פרץ יעקב פחחות וצבע לרכב"|"6"|"מוסך מורשה"|"הכדר 51"|"נתניה"|"09-8841376"|"42377"|"100"|"צבעות רכב"|"פרץ יעקב"|"054926365"
"12265"|"טליאנו זיאד בע מ"|"6"|"מוסך מורשה"|"ת.ד. 5412"|"קלנסווה"|"050-4955669"|"40640"|"10"|"מכונאות רכב בנזין"|"סלאמה עפיף"|"516527033"
"12265"|"טליאנו זיאד בע מ"|"6"|"מוסך מורשה"|"ת.ד. 5412"|"קלנסווה"|"050-4955669"|"40640"|"20"|"מכונאות רכב דיזל"|"סלאמה עפיף"|"516527033"
"12267"|"מתכת בן עזר בע מ"|"2"|"מוסך רישוי לרכב חדש"|"שכטרמן 25"|"נתניה"|"09-8822904"|"42371"|"187"|"רישום ראשוני לרכב חדש"|"בן עזר עמית"|"510973605"
"12267"|"מתכת בן עזר בע מ"|"2"|"מוסך רישוי לרכב חדש"|"שכטרמן 25"|"נתניה"|"09-8822904"|"42371"|"188"|"רישום ורישוי לרכב חדש"|"גנאיים מוחמד"|"510973605"
"12268"|"סולי את עמי מכונאות כללית"|"6"|"מוסך מורשה"|"היצירה 7"|"רחובות"|"052-7220337"|"0"|"10"|"מכונאות רכב בנזין"|"ווזה דוד"|"036542124"
"12268"|"סולי את עמי מכונאות כללית"|"6"|"מוסך מורשה"|"היצירה 7"|"רחובות"|"052-7220337"|"0"|"20"|"מכונאות רכב דיזל"|"ווזה דוד"|"036542124"
"12270"|"ליעד נגר  מוסך ג ספורט"|"6"|"מוסך מורשה"|"מרכוס 24"|"פתח תקווה"|"052-2309141"|"0"|"10"|"מכונאות רכב בנזין"|"עובדיה  יעקב"|"206348849"
"12270"|"ליעד נגר  מוסך ג ספורט"|"6"|"מוסך מורשה"|"מרכוס 24"|"פתח תקווה"|"052-2309141"|"0"|"20"|"מכונאות רכב דיזל"|"עובדיה יעקב"|"206348849"
"12271"|"ישראמטל בע מ"|"2"|"מוסך רישוי לרכב חדש"|"יסמין 27"|"אריאל"|"03-9655585"|"44426"|"187"|"רישום ראשוני לרכב חדש"|"פייבל אסף"|"511031551"
"12272"|"א.רכב רחובות בע מ"|"6"|"מוסך מורשה"|"נחושתן 12/15"|"רחובות"|"08-9475080"|"0"|"10"|"מכונאות רכב בנזין"|"אהרון דוד"|"515477784"
"12272"|"א.רכב רחובות בע מ"|"6"|"מוסך מורשה"|"נחושתן 12/15"|"רחובות"|"08-9475080"|"0"|"20"|"מכונאות רכב דיזל"|"אהרון דוד"|"515477784"
"12272"|"א.רכב רחובות בע מ"|"6"|"מוסך מורשה"|"נחושתן 12/15"|"רחובות"|"08-9475080"|"0"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"אהרון דוד"|"515477784"
"12272"|"א.רכב רחובות בע מ"|"6"|"מוסך מורשה"|"נחושתן 12/15"|"רחובות"|"08-9475080"|"0"|"30"|"חשמלאות רכב"|"אהרון דוד"|"515477784"
"12272"|"א.רכב רחובות בע מ"|"6"|"מוסך מורשה"|"נחושתן 12/15"|"רחובות"|"08-9475080"|"0"|"33"|"מוסך  מומחה "|"אהרון דוד"|"515477784"
"12272"|"א.רכב רחובות בע מ"|"6"|"מוסך מורשה"|"נחושתן 12/15"|"רחובות"|"08-9475080"|"0"|"70"|"תיקון מרכבי רכב"|"אלעד מורדכי"|"515477784"
"12272"|"א.רכב רחובות בע מ"|"6"|"מוסך מורשה"|"נחושתן 12/15"|"רחובות"|"08-9475080"|"0"|"100"|"צבעות רכב"|"אלעד מורדכי"|"515477784"
"12272"|"א.רכב רחובות בע מ"|"6"|"מוסך מורשה"|"נחושתן 12/15"|"רחובות"|"08-9475080"|"0"|"205"|"שירות תיקון למזגן אויר לרכב"|"עוזון שמעון"|"515477784"
"12274"|"חשמל רכב רחמים בן אברהם"|"6"|"מוסך מורשה"|"משה יתום 12"|"רחובות"|"08-9460401"|"0"|"10"|"מכונאות רכב בנזין"|"רחמים בן אברהם"|"012127189"
"12274"|"חשמל רכב רחמים בן אברהם"|"6"|"מוסך מורשה"|"משה יתום 12"|"רחובות"|"08-9460401"|"0"|"20"|"מכונאות רכב דיזל"|"רחמים בן אברהם"|"012127189"
"12274"|"חשמל רכב רחמים בן אברהם"|"6"|"מוסך מורשה"|"משה יתום 12"|"רחובות"|"08-9460401"|"0"|"30"|"חשמלאות רכב"|"רחמים בן אברהם"|"012127189"
"12274"|"חשמל רכב רחמים בן אברהם"|"6"|"מוסך מורשה"|"משה יתום 12"|"רחובות"|"08-9460401"|"0"|"205"|"שירות תיקון למזגן אויר לרכב"|"רחמים בן אברהם"|"012127189"
"12275"|"שי קישר מוסך שי אופנועים"|"6"|"מוסך מורשה"|"המלאכה 23"|"חולון"|"03-5502919"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"קישר שי"|"000000000"
"12275"|"שי קישר מוסך שי אופנועים"|"6"|"מוסך מורשה"|"המלאכה 23"|"חולון"|"03-5502919"|"0"|"191"|"תיקון טרקטורונים"|"קישר שי"|"000000000"
"12276"|"איתי מוטורס בע מ"|"6"|"מוסך מורשה"|"הסדנא 6"|"חולון"|"03-6393666"|"0"|"10"|"מכונאות רכב בנזין"|"שמואלוב משיח"|"514253079"
"12276"|"איתי מוטורס בע מ"|"6"|"מוסך מורשה"|"הסדנא 6"|"חולון"|"03-6393666"|"0"|"20"|"מכונאות רכב דיזל"|"שמואלוב משיח"|"514253079"
"12277"|"גולדמוביל קאיה מודיעין בע מ"|"6"|"מוסך מורשה"|"ת.ד. 122 ביתן 52"|"שילת"|"08-6606966"|"73188"|"10"|"מכונאות רכב בנזין"|"צדוק יאיר"|"515505758"
"12277"|"גולדמוביל קאיה מודיעין בע מ"|"6"|"מוסך מורשה"|"ת.ד. 122 ביתן 52"|"שילת"|"08-6606966"|"73188"|"20"|"מכונאות רכב דיזל"|"צדוק יאיר"|"515505758"
"12277"|"גולדמוביל קאיה מודיעין בע מ"|"6"|"מוסך מורשה"|"ת.ד. 122 ביתן 52"|"שילת"|"08-6606966"|"73188"|"30"|"חשמלאות רכב"|"לוי שלמה"|"515505758"
"12277"|"גולדמוביל קאיה מודיעין בע מ"|"6"|"מוסך מורשה"|"ת.ד. 122 ביתן 52"|"שילת"|"08-6606966"|"73188"|"70"|"תיקון מרכבי רכב"|"טביב דוד"|"515505758"
"12277"|"גולדמוביל קאיה מודיעין בע מ"|"6"|"מוסך מורשה"|"ת.ד. 122 ביתן 52"|"שילת"|"08-6606966"|"73188"|"100"|"צבעות רכב"|"אבו עודה גלאל"|"515505758"
"12277"|"גולדמוביל קאיה מודיעין בע מ"|"6"|"מוסך מורשה"|"ת.ד. 122 ביתן 52"|"שילת"|"08-6606966"|"73188"|"205"|"שירות תיקון למזגן אויר לרכב"|"לוי שלמה"|"515505758"
"12280"|"אריאל נדיב מוסך נדיב בייק"|"6"|"מוסך מורשה"|"העמל 4"|"פתח תקווה"|"03-9195525"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"נדיב אריאל"|"039660121"
"12281"|"אביטבול דוד מוסך מור אור"|"6"|"מוסך מורשה"|"משה הס 6"|"רמלה"|"08-9221065"|"0"|"10"|"מכונאות רכב בנזין"|"אביטבול דוד"|"000000000"
"12281"|"אביטבול דוד מוסך מור אור"|"6"|"מוסך מורשה"|"משה הס 6"|"רמלה"|"08-9221065"|"0"|"20"|"מכונאות רכב דיזל"|"אביטבול דוד"|"000000000"
"12282"|"אורן יעקב מוסך אורן מערכות"|"6"|"מוסך מורשה"|"המיסב 4"|"יבנה"|"08-93324035"|"0"|"15"|"אוטוטק רכב קל"|"יעקב אורן צבי"|"025081258"
"12285"|"חשמל אוטו ל.י. בע מ"|"2"|"מוסך רישוי לרכב חדש"|"הרכבת 28"|"תל אביב -יפו"|"052-5556936"|"67777"|"187"|"רישום ראשוני לרכב חדש"|"איילת הראל"|"514908631"
"12286"|"א.ל. טרקטורים ומיכון חקלאי בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החריש 17"|"עמק חפר"|"04-7708908"|"0"|"187"|"רישום ראשוני לרכב חדש"|"צחי לוי"|"515241248"
"12287"|"מוסך כאמל זידאן"|"6"|"מוסך מורשה"|"ת.ד.3604"|"זמר"|"054-9239240"|"38828"|"15"|"אוטוטק רכב קל"|"זידאן כמאל"|"037733557"
"12288"|"מוסך שי - שי קנדל"|"6"|"מוסך מורשה"|"אייזיקסון 4"|"ראשון לציון"|"03-7261275"|"0"|"10"|"מכונאות רכב בנזין"|"קנדל שי זישה"|"033652835"
"12288"|"מוסך שי - שי קנדל"|"6"|"מוסך מורשה"|"אייזיקסון 4"|"ראשון לציון"|"03-7261275"|"0"|"20"|"מכונאות רכב דיזל"|"קנדל שי זישה"|"033652835"
"12290"|"ציקי תעשיות מתכת בע מ"|"2"|"מוסך רישוי לרכב חדש"|"הסיבים 22"|"פתח תקווה"|"03-9231360"|"0"|"187"|"רישום ראשוני לרכב חדש"|"דוידוביץ צבי"|"511019473"
"12291"|"פנקייר בע מ"|"2"|"מוסך רישוי לרכב חדש"|"דרך בן צבי 84"|"תל אביב -יפו"|"03-5188643"|"0"|"187"|"רישום ראשוני לרכב חדש"|"קצב אהרון"|"512774878"
"12292"|"נועם רובין מוסך יוסה"|"6"|"מוסך מורשה"|"נחשון 12"|"פתח תקווה"|"050-6333905"|"0"|"10"|"מכונאות רכב בנזין"|"נועם רובין"|"000000000"
"12292"|"נועם רובין מוסך יוסה"|"6"|"מוסך מורשה"|"נחשון 12"|"פתח תקווה"|"050-6333905"|"0"|"20"|"מכונאות רכב דיזל"|"נועם רובין"|"000000000"
"12293"|"מוסך אחים סייד - מסרי מהראן"|"6"|"מוסך מורשה"|"ת.ד. 2384"||"050-8937886"|"44915"|"10"|"מכונאות רכב בנזין"|"מסרי מוחמד"|"036720951"
"12293"|"מוסך אחים סייד - מסרי מהראן"|"6"|"מוסך מורשה"|"ת.ד. 2384"||"050-8937886"|"44915"|"20"|"מכונאות רכב דיזל"|"מסרי מוחמד"|"036720951"
"12296"|"רוני יוסף א.ג.מ שרותי רכב"|"6"|"מוסך מורשה"|"דוד חכמי 31"|"תל אביב -יפו"|"054-7155675"|"0"|"70"|"תיקון מרכבי רכב"|"חשאן מאהר"|"025088907"
"12297"|"מוסך ריכבי - שמואל פלח"|"6"|"מוסך מורשה"|"המסגר 15"|"רמת השרון"|"03-5496262"|"47621"|"10"|"מכונאות רכב בנזין"|"חלו מוחמד"|"039570122"
"12297"|"מוסך ריכבי - שמואל פלח"|"6"|"מוסך מורשה"|"המסגר 15"|"רמת השרון"|"03-5496262"|"47621"|"20"|"מכונאות רכב דיזל"|"חלו מוחמד"|"039570122"
"12299"|"אנוקוב גרופ בע מ"|"2"|"מוסך רישוי לרכב חדש"|"החושלים 6"|"הרצלייה"|"09-9561906"|"0"|"187"|"רישום ראשוני לרכב חדש"|"אנוקוב רוברט"|"515895225"
"12300"|"יואל מכוני רכב פ ת בע מ"|"6"|"מוסך מורשה"|"ת.ד. 3043 רבינזון 8"|"פתח תקווה"|"03-9226414"|"0"|"10"|"מכונאות רכב בנזין"|"יואל פרידמן"|"510912322"
"12300"|"יואל מכוני רכב פ ת בע מ"|"6"|"מוסך מורשה"|"ת.ד. 3043 רבינזון 8"|"פתח תקווה"|"03-9226414"|"0"|"20"|"מכונאות רכב דיזל"|"יואל פרידמן"|"510912322"
"12300"|"יואל מכוני רכב פ ת בע מ"|"6"|"מוסך מורשה"|"ת.ד. 3043 רבינזון 8"|"פתח תקווה"|"03-9226414"|"0"|"180"|"בדיקות-רכב )קניה ומכירה)"|"יואל פרדמן"|"510912322"
"12302"|"ארזניר סוכנויות בע מ"|"6"|"מוסך מורשה"|"משה יתום 7"|"רחובות"|"08-8557479"|"0"|"150"|"מכונאות אופנועים וקטנועים"|"טויטו ארז"|"514747724"
"12302"|"ארזניר סוכנויות בע מ"|"6"|"מוסך מורשה"|"משה יתום 7"|"רחובות"|"08-8557479"|"0"|"191"|"תיקון טרקטורונים"|"טויטו ארז"|"514747724"
"12303"|"ליאור אביטן צבעות רכב"|"6"|"מוסך מורשה"|"דוד מרכוס 16 פתח תקווה"|"פתח תקווה"|"052-6510057"|"0"|"100"|"צבעות רכב"|"ליאור אביטן"|"041856873"
"12304"|"בלאק ג'ט המרכז הימי רשפון בע מ"|"6"|"מוסך מורשה"|"מתחם שפיים ,תד 331 רשפון"|"שפיים"|"09-9506980"|"46915"|"150"|"מכונאות אופנועים וקטנועים"|"שמוחה יניב"|"513931428"
"12304"|"בלאק ג'ט המרכז הימי רשפון בע מ"|"6"|"מוסך מורשה"|"מתחם שפיים ,תד 331 רשפון"|"שפיים"|"09-9506980"|"46915"|"191"|"תיקון טרקטורונים"|"שמוחה יניב"|"513931428"
"12305"|"מוסך התעשייה - אברמוב בן ציון"|"6"|"מוסך מורשה"|"שכטרמן 5"|"נתניה"|"09-8870356"|"42252"|"10"|"מכונאות רכב בנזין"|"אברמוב רופט"|"309010072"
"12305"|"מוסך התעשייה - אברמוב בן ציון"|"6"|"מוסך מורשה"|"שכטרמן 5"|"נתניה"|"09-8870356"|"42252"|"20"|"מכונאות רכב דיזל"|"אברמוב רופט"|"309010072"
"12305"|"מוסך התעשייה - אברמוב בן ציון"|"6"|"מוסך מורשה"|"שכטרמן 5"|"נתניה"|"09-8870356"|"42252"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"אברמוב רופט"|"309010072"
"12305"|"מוסך התעשייה - אברמוב בן ציון"|"6"|"מוסך מורשה"|"שכטרמן 5"|"נתניה"|"09-8870356"|"42252"|"30"|"חשמלאות רכב"|"אברמוב ראובן"|"309010072"
"12305"|"מוסך התעשייה - אברמוב בן ציון"|"6"|"מוסך מורשה"|"שכטרמן 5"|"נתניה"|"09-8870356"|"42252"|"70"|"תיקון מרכבי רכב"|"אברמוב ראובן"|"309010072"
"12305"|"מוסך התעשייה - אברמוב בן ציון"|"6"|"מוסך מורשה"|"שכטרמן 5"|"נתניה"|"09-8870356"|"42252"|"100"|"צבעות רכב"|"אברמוב ראובן"|"309010072"
"12305"|"מוסך התעשייה - אברמוב בן ציון"|"6"|"מוסך מורשה"|"שכטרמן 5"|"נתניה"|"09-8870356"|"42252"|"180"|"בדיקות-רכב )קניה ומכירה)"|"אברמוב ראובן"|"309010072"
"12305"|"מוסך התעשייה - אברמוב בן ציון"|"6"|"מוסך מורשה"|"שכטרמן 5"|"נתניה"|"09-8870356"|"42252"|"195"|"תיקון וכוון מתלים ברכב"|"אברמוב ראובן"|"309010072"
