"vzRMeAg4Oi8__kl-trunc-name","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","rllt__details 4","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","YQ4gaf src","gqguwf"
"יניב שמידט","5.0","(3)","יניב שמידט","· צלם","5.0","(3)","מעל 3 שנות פעילות · פתח תקווה ·","054-493-4171","","https://www.shmidtyaniv.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""יניב היה צלם החתונה שלנו."""
"דור חזן צילום","5.0","(2)","דור חזן צילום","· צלם","5.0","(2)","מעל 5 שנות פעילות · חדרה ·","052-945-9011","פתוח 24 שעות","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""דור מקסים, אדיב, מצחיק, סבלני, זמין תמיד!"""
"Zoom 18 Photography - זום 18 צילום","5.0","(2)","Zoom 18 Photography - זום 18 צילום","· צלם חתונות","5.0","(2)","מעל 7 שנות פעילות · תל אביב-יפו ·","052-297-0022","פתוח ⋅ ייסגר בשעה 0:00","http://www.zoom18.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"קליק הפקות - להתאהב בקליק","","","קליק הפקות - להתאהב בקליק","אין ביקורות · צלם חתונות","","","לוד ·","050-220-5654","פתוח ⋅ ייסגר בשעה 0:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"","","","שאקה - צילום אירועים","· צלם","5.0","(3)","מעל 3 שנות פעילות ·","054-540-0296","","http://www.shakaweddings.com/","אתר","","","",""
"","","","ביתאפרס אטרקציות ומגנטים","· שירות צילום","5.0","(1)","","054-772-7169","","http://www.betapress.net/","אתר","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""קשוב לכל בקשה
מומלץ בחום!!"""
"","","","סטודיו רבייב - שירותי דפוס ושירותי צילום אירועים","· בית דפוס דיגיטלי","4.3","(3)","מעל 5 שנות פעילות ·","054-745-3144","פתוח ⋅ ייסגר בשעה 18:00","","","","","",""
"סטודיו צילום אופנה ליאור קסון","5.0","(6)","סטודיו צילום אופנה ליאור קסון","· סטודיו לצילום","5.0","(6)","תל אביב ·","050-594-0935","פתוח ⋅ ייסגר בשעה 19:00","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjZ-NyU2tD8AhXVhtUKHTWLAmEYABAHGgJ3cw&ohost=www.google.com&cid=CAESbeD2LTwaBX3w2tRPvJFC3sS_nwpnnkZS5Kkb24dkwjrh0OlX6drTGjCuoJstAeFRaHW3E4A-IQv_YNvL-5UAeitb_nq-0h4bvm94qZQqw0-OU6x4Jtl4s3KbIT9wWQJGvsyPBD8eMoo8NAKE4ks&sig=AOD64_2jlFwjzRrONS-BN4R5EwaTVB-pmw&q=&ctype=99&ved=2ahUKEwi6rdWU2tD8AhVkQvEDHTweCu44jAEQhKwBegQIARAV&adurl=","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"וויו צלמים - VIEW צלמים","3.9","(11)","וויו צלמים - VIEW צלמים","· סטודיו לצילום","3.9","(11)","מעל 3 שנות פעילות · חיפה ·","052-813-3330","פתוח ⋅ ייסגר בשעה 16:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""סטודיו לצילום חתונות בין היותר מרשימים שיצא לי להיתקל בהם.. שאפו 🥂🥂"""
"תומר בן שלמה סטודיו לצילום מקצועי","5.0","(1)","תומר בן שלמה סטודיו לצילום מקצועי","· צלם","5.0","(1)","מעל 10 שנות פעילות · נתניה ·","052-244-0046","","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"אריאל אריכא - צלם","4.3","(12)","אריאל אריכא - צלם","· צלם חתונות","4.3","(12)","מעל 25 שנות פעילות · ראש העין ·","050-749-1390","פתוח 24 שעות","http://www.ariel-a.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"Studio Opolion הפקת אירועים","5.0","(2)","Studio Opolion הפקת אירועים","· מתכנן אירועים","5.0","(2)","מעל 5 שנות פעילות · ירושלים ·","054-204-1045","פתוח ⋅ ייסגר בשעה 22:00","https://www.facebook.com/StudioOpolion/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"erezbit ארזביט סטודיו לצילום Visual Storyteller","5.0","(18)","erezbit ארזביט סטודיו לצילום Visual Storyteller","· צלם","5.0","(18)","מעל 15 שנות פעילות · בית זרע ·","054-533-5747","פתוח ⋅ ייסגר בשעה 18:00","http://www.erezbit.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""היה לנו יום צילומים פרדוקטיבי ומהנה של  ומוצרים  אצל ארז."""
"צלם לברית","3.0","(2)","צלם לברית","· שירות צילום","3.0","(2)","מעל 3 שנות פעילות · תל אביב-יפו ·","058-606-3366","","https://www.memagnetot.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"","","","פוטו מגנט צילום אירועים ומגנטים.","· חנות צילום","5.0","(1)","פתוח 24 שעות","054-752-5036","","https://kiril874.wixsite.com/photomagnet","אתר","","","",""
"","","","Magneteam4u צילום מגנטים ואטרקציות לאירועים","· סטודיו לצילום","5.0","(1)","מעל 5 שנות פעילות ·","052-469-4728","פתוח ⋅ ייסגר בשעה 20:00","http://www.magneteam4u.com/","אתר","","","",""
"אלברטו אולפני צילום","5.0","(4)","אלברטו אולפני צילום","· צלם חתונות","5.0","(4)","מעל 7 שנות פעילות · באר שבע ·","054-451-4650","","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"עופר שמעוני -צלם","5.0","(3)","עופר שמעוני -צלם","· סטודיו לצילום","5.0","(3)","מעל 3 שנות פעילות · תל אביב-יפו ·","052-373-8335","פתוח 24 שעות","https://www.oferphoto.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"יהודה שמש שרותי צילום","","","יהודה שמש שרותי צילום","אין ביקורות · צלם","","","מעל 7 שנות פעילות · תל אביב-יפו","","פתוח ⋅ ייסגר בשעה 0:00","https://photo-y-z.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"רם קאמרה","5.0","(1)","רם קאמרה","· חנות צילום","5.0","(1)","רמלה ·","053-289-8773","פתוח ⋅ ייסגר בשעה 19:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"צלמים בקריות - 052-6620404","3.3","(4)","צלמים בקריות - 052-6620404","· צלם","3.3","(4)","מעל 10 שנות פעילות · חיפה ·","052-662-0404","פתוח ⋅ ייסגר בשעה 21:00","http://www.studiodavid.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"אמיר אלבז צילום","","","אמיר אלבז צילום","אין ביקורות · צלם","","","גן יבנה ·","054-254-6223","פתוח ⋅ ייסגר בשעה 21:00","https://www.facebook.com/photo.amir/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"פוקו לוקו צלמים","5.0","(28)","פוקו לוקו צלמים","· צלם","5.0","(28)","חריש ·","052-663-8468","פתוח ⋅ ייסגר בשעה 16:00","https://pocolocophoto.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"פוטוגני","","","פוטוגני","אין ביקורות · צלם חתונות","","","בית שאן ·","050-609-5963","פתוח ⋅ ייסגר בשעה 17:00","http://1122167.site123.me/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"אמיר קדוש צילום אופנה ואירועים","5.0","(1)","אמיר קדוש צילום אופנה ואירועים","· צלם חתונות","5.0","(1)","בית שאן ·","050-350-2212","פתוח עכשיו","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"מגנטפיק","5.0","(1)","מגנטפיק","· צלם","5.0","(1)","מעל 7 שנות פעילות · נהריה ·","050-956-7207","פתוח ⋅ ייסגר בשעה 17:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
