"OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","rllt__details 4","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","vzRMeAg4Oi8__kl-trunc-name","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","YQ4gaf src","gqguwf","gqguwf 2"
"SENSATION EILAT - DJ ISRAEL","· תקליטן","5.0","(99)","053-291-2444","מעל 5 שנות פעילות · אילת ·","פתוח ⋅ ייסגר בשעה 21:00","http://sensationeilat.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","SENSATION EILAT - DJ ISRAEL","5.0","(99)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מוששששלם
Dj עם יכולת קריאת קהל נדירה""",""
"ארגון חתונה - צלמים מומלצים, תקליטנים ואולמות / גני אירועים לחתונה","· מתכנן חתונות","5.0","(7)","072-338-5232","מעל 3 שנות פעילות · תל אביב-יפו ·","פתוח 24 שעות","http://weddingorganization.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","ארגון חתונה - צלמים מומלצים, תקליטנים ואולמות / גני אירועים לחתונה","5.0","(7)","","",""
"MusicIndex - אינדקס מוזיקאים ופורטל מוסיקה לכולם בכל רחבי הארץ","·","5.0","(2)","Music publisher","","050-869-0944","https://musicindex.co.il/","אתר","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מומלץ מאוד לכל מוזיקאי""",""
"מאורסים מאורסות - ארגון חתונה","· מתכנן חתונות","5.0","(18)","077-230-5000","מעל 10 שנות פעילות · ראשון לציון ·","פתוח ⋅ ייסגר בשעה 22:00","http://engaged.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","מאורסים מאורסות - ארגון חתונה","5.0","(18)","","",""
"אבירם הפקות - אולפני הקלטות","· אולפן הקלטות","5.0","(135)","054-282-2379","קריית ביאליק ·","פתוח ⋅ ייסגר בשעה 21:00","http://www.hafakot.com/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","אבירם הפקות - אולפני הקלטות","5.0","(135)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מקצועי מאד וכמובן  אלוף!!!""",""
"DJ תקליטנית דתיה -בקצב הלב-ריקי מויאל","· הפקה מוזיקלית","4.8","(5)","052-476-2603","קרית מלאכי ·","פתוח ⋅ ייסגר בשעה 22:30","https://music-producer-211.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","DJ תקליטנית דתיה -בקצב הלב-ריקי מויאל","4.8","(5)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ריקי היקרה
תודה על  מקסים לבת שלנו .""","אירוע"
"ורסה - הפקת אירועים","· מתכנן אירועים","5.0","(9)","050-689-9908","יהוד ·","פתוח 24 שעות","https://versa-productions.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","ורסה - הפקת אירועים","5.0","(9)","","",""
"פורטל בריתות - אולמות אירועים לברית או בריתה - מקומות לאירועים קטנים","· אולם אירועים","4.8","(8)","052-909-8265","ירקונה ·","פתוח 24 שעות","https://www.britot.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","פורטל בריתות - אולמות אירועים לברית או בריתה - מקומות לאירועים קטנים","4.8","(8)","","",""
"Cue Music - קיו בית למוסיקה","אין ביקורות · מתכנן אירועים","","","054-695-2475","מעל 7 שנות פעילות ·","פתוח ⋅ ייסגר בשעה 19:00","https://www.cuemusic.co.il/","אתר","","","","","","","",""
"Teta Making Music LTD | תטה עושה מוסיקה בע""מ","תל אביב-יפו ·","4.6","(9)","03-522-6264","פתוח ⋅ ייסגר בשעה 22:00","","http://teta.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","Teta Making Music LTD | תטה עושה מוסיקה בע""מ","4.6","(9)","","",""
"איזיווד - easywed ארגון חתונות","· מתכנן חתונות","4.1","(97)","055-970-6152","מעל 10 שנות פעילות · רמת גן ·","פתוח ⋅ ייסגר בשעה 20:00","http://www.easywed.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","איזיווד - easywed ארגון חתונות","4.1","(97)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ליוותה אותנו עד  ומדי פעם סימסה לבדוק דופק.""","לאירוע"
"Provent - המרכז להפקות אירועים","· מתכנן אירועים","4.3","(12)","053-332-7330","מעל 15 שנות פעילות · ראשון לציון ·","פתוח 24 שעות","https://www.provent.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","Provent - המרכז להפקות אירועים","4.3","(12)","","",""
"מתחתנים גרופ","· מתכנן אירועים","5.0","(20)","072-395-7414","מעל 3 שנות פעילות · נתניה ·","פתוח ⋅ ייסגר בשעה 0:00","http://mithatnimgroup.com/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","מתחתנים גרופ","5.0","(20)","","",""
"מתחתנים למען מתחתנים","· מתכנן חתונות","3.9","(35)","מעל 7 שנות פעילות · תל אביב-יפו ·","03-919-5955","פתוח 24 שעות","https://www.mit4mit.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","מתחתנים למען מתחתנים","3.9","(35)","","",""
"מידרג-דרוג ספקי שרות בישראל בע""מ","· שיפוצניק","4.2","(178)","1-700-707-233","מעל 10 שנות פעילות · ירושלים ·","פתוח ⋅ ייסגר בשעה 17:00","http://www.midrag.co.il/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","מידרג-דרוג ספקי שרות בישראל בע""מ","4.2","(178)","","",""
"סוכריות קופצות - מוסיקה לאירועים שמחים","אין ביקורות · תקליטן","","","","","","https://sukariot-kofzot.business.site/?utm_source=gmb&utm_medium=referral","אתר","","","","","","","",""
"שמח בבת מצווה תקליטנית לבת מצווה","אין ביקורות · תקליטן","","","055-930-2145","ירושלים ·","","","","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","שמח בבת מצווה תקליטנית לבת מצווה","","","","",""
"שגיא איתמר","אין ביקורות · תקליטן","","","02-678-8622","ירושלים ·","","","","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","שגיא איתמר","","","","",""
"DJ רז מועלמי - שרותי מוסיקה לאירועים","· תקליטן","3.0","(1)","052-472-3388","רמת גן ·","","https://www.facebook.com/djrazmoalmi/","אתר","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","DJ רז מועלמי - שרותי מוסיקה לאירועים","3.0","(1)","","",""
"אטרקציות לאירועים","· תקליטן","3.5","(2)","050-941-2003","ראשון לציון ·","","","","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","אטרקציות לאירועים","3.5","(2)","","",""
"Torro Dj's - טורו תקליטנים לאירועים","· תקליטן","5.0","(7)","054-783-4323","ראשון לציון ·","","","","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","Torro Dj's - טורו תקליטנים לאירועים","5.0","(7)","","",""
"DJ FRID - אולג פריד מוזיקה לאירועים","· תקליטן","5.0","(13)","050-381-0998","הרצליה ·","","","","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","DJ FRID - אולג פריד מוזיקה לאירועים","5.0","(13)","","",""
"דיג'יי יניב חסיד Dj yaniv hasid - תקליטן לאירועים","אין ביקורות · תקליטן","","","050-845-6788","","","https://www.facebook.com/yanivhasiddj","אתר","","","","","","","",""
"VMPDJS הדיג'יי לאירוע שלך! תקליטן בדרום,דיג'יי בדרום","אין ביקורות · תקליטן","","","054-691-1233","שדרות ·","","","","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","VMPDJS הדיג'יי לאירוע שלך! תקליטן בדרום,דיג'יי בדרום","","","","",""
"כפיר שלי - תקליטן לאירועים","אין ביקורות · תקליטן","","","053-934-4820","","","","","","","","","","","",""
"מקסימום מוסיקה","· תקליטן","5.0","(1)","09-741-6601","תל אביב-יפו ·","","","","https://www.google.com/search?q=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzV7GQN21zVehgZZAlSqlAYDi7yDVg%3A1674040606553&ei=HtXHY4qkIfmrkdUPqLqK0AE&ved=0ahUKEwiKq8Wd_9D8AhX5VaQEHSidAhoQ4dUDCAk&uact=5&oq=DJ+%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEB4QDzIICAAQFhAeEA8yAggmMgIIJjoECCMQJzoECAAQHjoLCAAQgAQQsQMQgwE6CAgAEIAEELEDOgcIABCABBANUO0KWK4iYN4jaAJwAHgBgAGDAogBoxOSAQYwLjEuMTCYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","מקסימום מוסיקה","5.0","(1)","","",""
